employerJobCount,date,country,maskedEmployerName,employerAccountDateCreated,advtype,avgoverallcompanyrating,jobagedays,jobdatecreated,descriptionLengthChars,candStatusReviewedCount,supervisingJob,licenseRequiredJob,noEducationRequirementsJob,highSchoolEducationRequirementsJob,higherEducationRequirementsJob,applies,clicks,yearWeekOfYear,advDateCreatedDate,employeecount,normtitle,employerIndustry,normtitlecategory,admin1,city,jobHash 
b'1',b'2017-11-30',b'US',b'Company429496752259',b'20170921',b'none',b'0',b'70',b'20170921',b'384',b'1',b'0',b'0',b'0',b'0',b'0',b'2',b'19',b'201748',b'2017-09-21',b'1-49',b'compliance engineer',b'Retail/Consumer Products',b'engcivil',b'NJ',b'Princeton',b'Company4294967522591\n'
b'165',b'2017-08-22',b'US',b'Company438086664502',b'20150626',b'Direct Employer',b'37',b'48',b'20170705',b'1117',b'3',b'0',b'0',b'0',b'0',b'0',b'6',b'35',b'201734',b'2015-06-26',b'750-999',b'model',b'Health Care/Medical',b'arts',b'ME',b'Bangor',b'Company438086664502165\n'
b'18',b'2018-01-14',b'US',b'Company309237652868',b'20170623',b'none',b'0',b'79',b'20171027',b'637',b'1',b'0',b'0',b'0',b'0',b'0',b'5',b'31',b'20182',b'2017-06-23',b'1-49',b'medical biller',b'Education',b'medinfo',b'OR',b'La Grande',b'Company30923765286818\n'
b'25',b'2017-08-25',b'US',b'Company833223660741',b'20130616',b'Direct Employer',b'0',b'20',b'20170805',b'152',b'3',b'0',b'0',b'0',b'0',b'0',b'6',b'35',b'201734',b'2013-06-16',b'1-49',b'cnc operator',b'Retail/Consumer Products',b'manufacturing',b'PA',b'New Hope',b'Company83322366074125\n'
b'36',b'2017-11-04',b'US',b'Company1142461301261',b'20171017',b'Direct Employer',b'33',b'3',b'20171101',b'2653',b'2',b'0',b'0',b'0',b'0',b'0',b'5',b'31',b'201744',b'2017-10-17',b'150-249',b'phlebotomy technician',b'Beauty/Wellness',b'medtech',b'SC',b'Anderson',b'Company114246130126136\n'
b'1',b'2018-01-19',b'US',b'Company274877932445',b'20171122',b'none',b'0',b'58',b'20171122',b'600',b'0',b'0',b'0',b'0',b'0',b'0',b'2',b'19',b'20183',b'2017-11-22',b'50-149',b'maintenance technician',b'Manufacturing',b'install',b'NC',b'Eure',b'Company2748779324451\n'
b'337',b'2017-11-28',b'US',b'Company429496729617',b'20160330',b'Staffing Agency',b'36',b'13',b'20171115',b'124',b'5',b'0',b'0',b'0',b'0',b'0',b'6',b'35',b'201748',b'2016-03-30',b'1-49',b'director of purchasing',b'Staffing Firm (General)',b'management',b'WV',b'Ripley',b'Company429496729617337\n'
b'32',b'2018-01-16',b'US',b'Company25769806506',b'20160630',b'Direct Employer',b'0',b'12',b'20180104',b'6541',b'0',b'0',b'0',b'0',b'0',b'0',b'8',b'43',b'20183',b'2016-06-30',b'1-49',b'engagement manager',b'Accounting/Consulting',b'management',b'WA',b'Kent',b'Company2576980650632\n'
b'298',b'2017-10-26',b'US',b'Company1030792152891',b'20170502',b'Staffing Agency',b'0',b'12',b'20171014',b'1637',b'1',b'0',b'0',b'0',b'0',b'0',b'5',b'31',b'201743',b'2017-05-02',b'1-49',b'learning and development manager',b'Construction/Engineering',b'management',b'TX',b'Yokum',b'Company1030792152891298\n'
b'33',b'2017-07-14',b'US',b'Company1486058684554',b'20141014',b'none',b'0',b'91',b'20170414',b'1777',b'3',b'0',b'0',b'0',b'0',b'0',b'9',b'47',b'201728',b'2014-10-14',b'750-999',b'kennel assistant',b'Job Board (General)',b'veterinary',b'MI',b'Southfield',b'Company148605868455433\n'
b'500',b'2017-09-29',b'US',b'Company429496730077',b'20150709',b'Direct Employer',b'0',b'21',b'20170908',b'2194',b'0',b'0',b'0',b'0',b'0',b'0',b'6',b'35',b'201739',b'2015-07-09',b'150-249',b'senior installation technician',b'Other',b'install',b'NV',b'Ely',b'Company429496730077500\n'
b'27',b'2017-10-10',b'US',b'Company884763275818',b'20170908',b'Direct Employer',b'0',b'0',b'20171010',b'1852',b'4',b'0',b'0',b'0',b'0',b'0',b'5',b'31',b'201741',b'2017-09-08',b'150-249',b'.net developer',b'Legal',b'techsoftware',b'OR',b'Salem',b'Company88476327581827\n'
b'36',b'2017-07-30',b'US',b'Company764504180209',b'20151111',b'Direct Employer',b'0',b'8',b'20170722',b'1818',b'1',b'0',b'0',b'0',b'0',b'0',b'6',b'35',b'201730',b'2015-11-11',b'750-999',b'music teacher',b'Arts/Entertainment/Recreation',b'education',b'TX',b'Southlake',b'Company76450418020936\n'
b'1',b'2017-07-24',b'US',b'Company1494648625660',b'20170715',b'Direct Employer',b'0',b'9',b'20170715',b'883',b'24',b'0',b'0',b'0',b'0',b'0',b'59',b'247',b'201730',b'2017-07-15',b'1-49',b'guest service agent',b'Retail/Consumer Products',b'customer',b'KS',b'Ottawa',b'Company14946486256601\n'
b'87',b'2018-01-20',b'US',b'Company1236950582169',b'20170620',b'Direct Employer',b'0',b'23',b'20171228',b'136',b'1',b'0',b'0',b'0',b'0',b'0',b'6',b'35',b'20183',b'2017-06-20',b'50-149',b'charge nurse',b'Health Care/Medical',b'mednurse',b'SC',b'Blackstock',b'Company123695058216987\n'
b'9',b'2018-01-17',b'US',b'Company1262720390233',b'20160516',b'Direct Employer',b'0',b'68',b'20171110',b'1331',b'1',b'0',b'0',b'0',b'0',b'0',b'6',b'35',b'20183',b'2016-05-16',b'150-249',b'senior group leader',b'Arts/Entertainment/Recreation',b'management',b'SD',b'Deadwood',b'Company12627203902339\n'
b'11',b'2017-09-23',b'US',b'Company120259089984',b'20170511',b'Direct Employer',b'0',b'1',b'20170922',b'1669',b'1',b'0',b'0',b'0',b'0',b'0',b'3',b'23',b'201738',b'2017-05-11',b'50-149',b'senior copywriter',b'Construction/Engineering',b'marketing',b'GA',b'Dawsonville',b'Company12025908998411\n'
b'1757',b'2018-01-11',b'US',b'Company171798691860',b'20130322',b'Direct Employer',b'25',b'1',b'20180110',b'1246',b'6',b'0',b'0',b'0',b'0',b'0',b'9',b'47',b'20182',b'2013-03-22',b'1-49',b'nail technician',b'Beauty/Wellness',b'personal',b'TX',b'Tyler',b'Company1717986918601757\n'
b'609',b'2017-10-29',b'US',b'Company1022202216970',b'20140522',b'Direct Employer',b'0',b'20',b'20171009',b'1515',b'3',b'0',b'0',b'0',b'0',b'0',b'5',b'31',b'201743',b'2014-05-22',b'50-149',b'maintenance supervisor',b'Real Estate',b'install',b'NC',b'Kernersville',b'Company1022202216970609\n'
b'369',b'2018-01-26',b'US',b'Company532575944979',b'20140828',b'Staffing Agency',b'0',b'8',b'20180118',b'1699',b'4',b'0',b'0',b'0',b'0',b'0',b'6',b'35',b'20184',b'2014-08-28',b'1-49',b'junior interior designer',b'Staffing Firm (General)',b'arch',b'NA',b'NA',b'Company532575944979369\n'
b'2',b'2017-09-22',b'US',b'Company1073741830486',b'20161024',b'none',b'40',b'25',b'20170828',b'104',b'2',b'0',b'0',b'0',b'0',b'0',b'5',b'31',b'201738',b'2016-10-24',b'1-49',b'senior sales manager',b'Legal',b'sales',b'MI',b'Coopersville',b'Company10737418304862\n'
b'1',b'2017-08-27',b'US',b'Company257698055720',b'20170817',b'none',b'0',b'10',b'20170817',b'405',b'3',b'0',b'0',b'0',b'0',b'0',b'4',b'27',b'201734',b'2017-08-17',b'1-49',b'event staff',b'Insurance',b'hospitality',b'MO',b'Kansas City',b'Company2576980557201\n'
b'4',b'2017-09-07',b'US',b'Company575525629248',b'20170816',b'Staffing Agency',b'0',b'17',b'20170821',b'1213',b'3',b'0',b'0',b'0',b'0',b'0',b'5',b'31',b'201736',b'2017-08-16',b'1000+',b'clinical therapist',b'Real Estate',b'therapy',b'GA',b'Marietta',b'Company5755256292484\n'
b'10',b'2017-11-14',b'US',b'Company60129553913',b'20171013',b'Staffing Agency',b'0',b'8',b'20171106',b'2745',b'8',b'1',b'0',b'0',b'1',b'0',b'15',b'71',b'201746',b'2017-10-13',b'150-249',b'event planner',b'Media/Newspaper',b'management',b'FL',b'University Park',b'Company6012955391310\n'
b'1',b'2018-01-06',b'US',b'Company1254130461172',b'20180102',b'none',b'0',b'2',b'20180104',b'463',b'1',b'0',b'0',b'0',b'0',b'0',b'4',b'27',b'20181',b'2018-01-02',b'1-49',b'screener',b'Transportation/Logistics',b'admin',b'GA',b'Reynolds',b'Company12541304611721\n'
b'8',b'2017-10-13',b'US',b'Company1116691504394',b'20160325',b'none',b'0',b'3',b'20171010',b'2584',b'2',b'1',b'0',b'1',b'0',b'0',b'6',b'35',b'201741',b'2016-03-25',b'1-49',b'flexographic printing operator',b'Technology/Information',b'manufacturing',b'NJ',b'Oak Ridge',b'Company11166915043948\n'
b'361',b'2017-07-05',b'US',b'Company695784702342',b'20150306',b'Staffing Agency',b'0',b'40',b'20170526',b'1417',b'0',b'0',b'0',b'0',b'0',b'0',b'4',b'27',b'201727',b'2015-03-06',b'1-49',b'web designer',b'Legal',b'media',b'VA',b'Mount Jackson',b'Company695784702342361\n'
b'92',b'2017-10-05',b'US',b'Company1108101563728',b'20141003',b'Direct Employer',b'0',b'64',b'20170802',b'1461',b'1',b'0',b'0',b'0',b'0',b'0',b'8',b'43',b'201740',b'2014-10-03',b'250-499',b'assistant recruiter',b'Work at Home',b'hr',b'OH',b'Byesville',b'Company110810156372892\n'
b'496',b'2018-01-17',b'US',b'Company85899345946',b'20160315',b'Staffing Agency',b'40',b'8',b'20180109',b'368',b'3',b'0',b'0',b'0',b'0',b'0',b'7',b'39',b'20183',b'2016-03-15',b'1-49',b'airport manager',b'Education',b'management',b'MA',b'Methuen',b'Company85899345946496\n'
b'368',b'2017-08-21',b'US',b'Company1271310319634',b'20120919',b'Direct Employer',b'0',b'3',b'20170818',b'841',b'1',b'0',b'0',b'0',b'0',b'0',b'3',b'23',b'201734',b'2012-09-19',b'150-249',b'picker/packer',b'Food/Beverage Services',b'warehouse',b'IN',b'Seelyville',b'Company1271310319634368\n'
b'27',b'2017-10-09',b'US',b'Company283467850257',b'20150821',b'Direct Employer',b'30',b'24',b'20170915',b'1653',b'0',b'0',b'0',b'0',b'0',b'0',b'4',b'27',b'201741',b'2015-08-21',b'50-149',b'systems analyst',b'Health Care/Medical',b'techinfo',b'PA',b'Flourtown',b'Company28346785025727\n'
b'15',b'2018-01-15',b'US',b'Company927712939015',b'20160321',b'Direct Employer',b'0',b'18',b'20171228',b'300',b'3',b'0',b'0',b'0',b'0',b'0',b'9',b'47',b'20183',b'2016-03-21',b'500-749',b'assistant leader',b'Health Care/Medical',b'uncategorized',b'MI',b'Shelby Charter Township',b'Company92771293901515\n'
b'9',b'2017-08-14',b'US',b'Company824633721272',b'20170405',b'Direct Employer',b'40',b'19',b'20170726',b'4470',b'0',b'0',b'0',b'0',b'0',b'0',b'5',b'31',b'201733',b'2017-04-05',b'1-49',b'dental receptionist',b'Transportation/Logistics',b'admin',b'MO',b'Claycomo',b'Company8246337212729\n'
b'14',b'2018-01-06',b'US',b'Company377957129139',b'20161015',b'Direct Employer',b'0',b'16',b'20171221',b'1365',b'0',b'0',b'0',b'0',b'0',b'0',b'2',b'19',b'20181',b'2016-10-15',b'50-149',b'coding manager',b'Hospitality/Travel',b'medinfo',b'MD',b'Point of Rocks',b'Company37795712913914\n'
b'68',b'2018-01-28',b'US',b'Company1211180777656',b'20160821',b'Staffing Agency',b'37',b'81',b'20171108',b'2497',b'2',b'0',b'0',b'0',b'0',b'0',b'4',b'27',b'20184',b'2016-08-21',b'250-499',b'switchboard operator',b'Agriculture',b'admin',b'PA',b'Ashland',b'Company121118077765668\n'
b'33073',b'2017-10-24',b'US',b'Company695784701963',b'20120727',b'Staffing Agency',b'0',b'29',b'20170925',b'1668',b'1',b'0',b'0',b'0',b'0',b'0',b'6',b'35',b'201743',b'2012-07-27',b'250-499',b'laborer',b'Health Care/Medical',b'construction',b'TN',b'Kingsport',b'Company69578470196333073\n'
b'3',b'2017-11-17',b'US',b'Company1606317777005',b'20151020',b'Direct Employer',b'0',b'2',b'20171115',b'3538',b'1',b'0',b'0',b'0',b'0',b'0',b'2',b'19',b'201746',b'2015-10-20',b'1-49',b'construction assistant',b'Retail/Consumer Products',b'admin',b'KS',b'North Newton',b'Company16063177770053\n'
b'556',b'2017-09-16',b'US',b'Company773094113398',b'20140515',b'Direct Employer',b'34',b'44',b'20170803',b'3469',b'2',b'0',b'0',b'0',b'0',b'0',b'4',b'27',b'201737',b'2014-05-15',b'1000+',b'property accountant',b'Retail/Consumer Products',b'accounting',b'IN',b'Indianapolis',b'Company773094113398556\n'
b'1854',b'2017-09-19',b'US',b'Company352187318370',b'20120719',b'Direct Employer',b'0',b'0',b'20170919',b'3448',b'1',b'0',b'0',b'0',b'0',b'0',b'7',b'39',b'201738',b'2012-07-19',b'150-249',b'leasing consultant',b'Real Estate',b'realestate',b'UT',b'Salt Lake City',b'Company3521873183701854\n'
b'18',b'2017-12-15',b'US',b'Company188978562614',b'20170927',b'Direct Employer',b'41',b'24',b'20171121',b'534',b'0',b'0',b'0',b'0',b'0',b'0',b'6',b'35',b'201750',b'2017-09-27',b'50-149',b'quality control inspector',b'Financial Services/Banking',b'install',b'NA',b'NA',b'Company18897856261418\n'
b'4',b'2017-12-11',b'US',b'Company8589949033',b'20171009',b'none',b'0',b'62',b'20171010',b'591',b'1',b'0',b'0',b'0',b'0',b'0',b'5',b'31',b'201750',b'2017-10-09',b'50-149',b'biomedical engineer',b'Education',b'medtech',b'IN',b'Richmond',b'Company85899490334\n'
b'1448',b'2017-12-06',b'US',b'Company764504178757',b'20161222',b'Staffing Agency',b'38',b'2',b'20171204',b'1356',b'2',b'0',b'0',b'0',b'0',b'0',b'4',b'27',b'201749',b'2016-12-22',b'50-149',b'salon receptionist',b'Staffing Firm (General)',b'admin',b'MI',b'Dearborn',b'Company7645041787571448\n'
b'4',b'2017-11-14',b'US',b'Company463856471880',b'20170727',b'Direct Employer',b'0',b'15',b'20171030',b'408',b'1',b'0',b'0',b'0',b'0',b'0',b'8',b'43',b'201746',b'2017-07-27',b'50-149',b'engineering project manager',b'Retail/Consumer Products',b'project',b'IL',b'Olney',b'Company4638564718804\n'
b'18',b'2018-01-12',b'US',b'Company841813594286',b'20150218',b'Direct Employer',b'0',b'84',b'20171020',b'2128',b'5',b'0',b'0',b'0',b'0',b'0',b'6',b'35',b'20182',b'2015-02-18',b'500-749',b'junior trader',b'Real Estate',b'sales',b'OH',b'Landen',b'Company84181359428618\n'
b'169',b'2017-11-21',b'US',b'Company1477468750882',b'20160801',b'Direct Employer',b'30',b'4',b'20171117',b'2461',b'23',b'0',b'0',b'0',b'0',b'0',b'25',b'111',b'201747',b'2016-08-01',b'500-749',b'field manager',b'Health Care/Medical',b'management',b'WV',b'Barboursville',b'Company1477468750882169\n'
b'639',b'2018-01-14',b'US',b'Company51539607721',b'20150403',b'Direct Employer',b'0',b'3',b'20180111',b'915',b'2',b'0',b'0',b'0',b'0',b'0',b'5',b'31',b'20182',b'2015-04-03',b'250-499',b'junior publicist',b'Retail/Consumer Products',b'marketing',b'MO',b'Lexington',b'Company51539607721639\n'
b'3',b'2017-10-31',b'US',b'Company1391569422224',b'20170509',b'none',b'0',b'6',b'20171025',b'1070',b'0',b'0',b'0',b'0',b'0',b'0',b'1',b'15',b'201744',b'2017-05-09',b'50-149',b'sales associate',b'Education',b'sales',b'WA',b'Seattle',b'Company13915694222243\n'
b'39',b'2017-07-25',b'US',b'Company111669150367',b'20150609',b'Direct Employer',b'0',b'64',b'20170522',b'532',b'4',b'0',b'0',b'0',b'0',b'0',b'5',b'31',b'201730',b'2015-06-09',b'1-49',b'communications coordinator',b'Beauty/Wellness',b'media',b'MI',b'Capac',b'Company11166915036739\n'
b'4',b'2018-01-12',b'US',b'Company506806153423',b'20170710',b'Direct Employer',b'0',b'9',b'20180103',b'2005',b'6',b'0',b'0',b'0',b'0',b'0',b'11',b'55',b'20182',b'2017-07-10',b'250-499',b'technical editor',b'Construction/Engineering',b'media',b'CO',b'Lamar',b'Company5068061534234\n'
b'139',b'2017-07-08',b'US',b'Company1271310320515',b'20160711',b'Staffing Agency',b'39',b'26',b'20170612',b'815',b'3',b'0',b'0',b'0',b'0',b'0',b'5',b'31',b'201727',b'2016-07-11',b'500-749',b'project coordinator',b'Beauty/Wellness',b'project',b'KS',b'Powhattan',b'Company1271310320515139\n'
b'23',b'2017-12-18',b'US',b'Company1400159349649',b'20170809',b'Direct Employer',b'0',b'4',b'20171214',b'536',b'0',b'0',b'0',b'0',b'0',b'0',b'2',b'19',b'201751',b'2017-08-09',b'1000+',b'residential coordinator',b'Agriculture',b'service',b'WA',b'Newcastle',b'Company140015934964923\n'
b'14',b'2018-01-11',b'US',b'Company292057777103',b'20140425',b'Direct Employer',b'0',b'38',b'20171204',b'1147',b'0',b'0',b'0',b'0',b'0',b'0',b'6',b'35',b'20182',b'2014-04-25',b'1-49',b'painter/laborer',b'Education',b'install',b'MN',b'Andover',b'Company29205777710314\n'
b'1',b'2017-09-29',b'US',b'Company283467855861',b'20170917',b'none',b'0',b'12',b'20170917',b'359',b'1',b'0',b'0',b'0',b'0',b'0',b'4',b'27',b'201739',b'2017-09-17',b'1-49',b'hardware technician',b'Insurance',b'engmech',b'UT',b'Brigham City',b'Company2834678558611\n'
b'4',b'2017-11-12',b'US',b'Company1468878815283',b'20171004',b'Direct Employer',b'0',b'38',b'20171005',b'1680',b'1',b'0',b'0',b'0',b'0',b'0',b'4',b'27',b'201745',b'2017-10-04',b'1000+',b'senior publicist',b'Arts/Entertainment/Recreation',b'marketing',b'PA',b'Evansburg',b'Company14688788152834\n'
b'1',b'2017-12-25',b'US',b'Company730144466313',b'20171116',b'none',b'0',b'34',b'20171121',b'307',b'2',b'0',b'0',b'0',b'0',b'0',b'3',b'23',b'201752',b'2017-11-16',b'1-49',b'outreach worker',b'Education',b'service',b'IL',b'Oak Park',b'Company7301444663131\n'
b'8',b'2018-01-03',b'US',b'Company412316861232',b'20160222',b'Direct Employer',b'0',b'2',b'20180101',b'713',b'0',b'0',b'0',b'0',b'0',b'0',b'6',b'35',b'20181',b'2016-02-22',b'1-49',b'junior it recruiter',b'Health Care/Medical',b'hr',b'MI',b'Bingham Farms',b'Company4123168612328\n'
b'526',b'2018-01-17',b'US',b'Company42949673153',b'20151201',b'Direct Employer',b'45',b'30',b'20171218',b'2176',b'2',b'0',b'0',b'0',b'0',b'0',b'4',b'27',b'20183',b'2015-12-01',b'750-999',b'product designer',b'Non-Profit/Association',b'uncategorized',b'NJ',b'Township of Mount Olive',b'Company42949673153526\n'
b'3',b'2017-12-22',b'US',b'Company1529008378747',b'20161019',b'Direct Employer',b'0',b'7',b'20171215',b'276',b'0',b'0',b'1',b'1',b'0',b'0',b'1',b'15',b'201751',b'2016-10-19',b'1-49',b'executive recruiter',b'Health Care/Medical',b'hr',b'CA',b'Los Angeles',b'Company15290083787473\n'
b'572',b'2017-10-24',b'US',b'Company1382979469539',b'20170120',b'Staffing Agency',b'40',b'18',b'20171006',b'2040',b'0',b'0',b'0',b'0',b'0',b'0',b'5',b'31',b'201743',b'2017-01-20',b'250-499',b'factory worker',b'Technology/Information',b'manufacturing',b'CA',b'San Francisco',b'Company1382979469539572\n'
b'9',b'2018-01-08',b'US',b'Company979252546633',b'20160309',b'Direct Employer',b'0',b'21',b'20171218',b'1494',b'2',b'0',b'0',b'0',b'0',b'0',b'7',b'39',b'20182',b'2016-03-09',b'1-49',b'junior electrician',b'Technology/Information',b'install',b'NV',b'Las Vegas',b'Company9792525466339\n'
b'217',b'2017-08-23',b'US',b'Company1168231105763',b'20150623',b'Direct Employer',b'0',b'15',b'20170808',b'1165',b'2',b'0',b'0',b'0',b'0',b'0',b'3',b'23',b'201734',b'2015-06-23',b'250-499',b'customer service representative',b'Hospitality/Travel',b'customer',b'MI',b'Saginaw',b'Company1168231105763217\n'
b'28',b'2017-11-09',b'US',b'Company1365799604230',b'20170316',b'Direct Employer',b'33',b'77',b'20170824',b'3804',b'4',b'0',b'0',b'0',b'0',b'0',b'5',b'31',b'201745',b'2017-03-16',b'50-149',b'senior it engineer',b'Arts/Entertainment/Recreation',b'techsoftware',b'OH',b'Cincinnati',b'Company136579960423028\n'
b'695',b'2017-10-06',b'US',b'Company498216206742',b'20130822',b'Staffing Agency',b'0',b'4',b'20171002',b'488',b'3',b'0',b'0',b'0',b'0',b'0',b'4',b'27',b'201740',b'2013-08-22',b'750-999',b'meeting planner',b'Staffing Firm (General)',b'management',b'MO',b'Kingdom City',b'Company498216206742695\n'
b'17883',b'2017-07-29',b'US',b'Company1486058684475',b'20140908',b'Direct Employer',b'31',b'1',b'20170728',b'2855',b'1',b'0',b'0',b'0',b'0',b'0',b'3',b'23',b'201730',b'2014-09-08',b'250-499',b'gas manager',b'Real Estate',b'management',b'TX',b'Alvarado',b'Company148605868447517883\n'
b'61',b'2017-10-25',b'US',b'Company17179869671',b'20151123',b'Staffing Agency',b'0',b'23',b'20171002',b'62',b'4',b'0',b'0',b'0',b'0',b'0',b'5',b'31',b'201743',b'2015-11-23',b'1-49',b'field worker',b'Construction/Engineering',b'agriculture',b'OH',b'N Canton',b'Company1717986967161\n'
b'227',b'2017-07-13',b'US',b'Company1314259992586',b'20160921',b'Direct Employer',b'38',b'79',b'20170425',b'3955',b'3',b'0',b'0',b'0',b'0',b'0',b'5',b'31',b'201728',b'2016-09-21',b'750-999',b'golf professional',b'Food/Beverage Services',b'sports',b'WA',b'Vancouver',b'Company1314259992586227\n'
b'84',b'2017-08-18',b'US',b'Company1537598291991',b'20151102',b'Direct Employer',b'36',b'22',b'20170727',b'2585',b'1',b'0',b'0',b'0',b'0',b'0',b'7',b'39',b'201733',b'2015-11-02',b'1000+',b'sound engineer',b'Accounting/Consulting',b'arts',b'HI',b'Kaua\xe2\x80\x98i',b'Company153759829199184\n'
b'42',b'2017-09-30',b'US',b'Company257698039492',b'20170324',b'Direct Employer',b'45',b'9',b'20170921',b'2506',b'1',b'0',b'0',b'0',b'0',b'0',b'5',b'31',b'201739',b'2017-03-24',b'1-49',b'pallet jack operator',b'Technology/Information',b'warehouse',b'CA',b'Sacramento',b'Company25769803949242\n'
b'507',b'2017-12-05',b'US',b'Company824633721036',b'20150702',b'Staffing Agency',b'0',b'35',b'20171031',b'1068',b'2',b'0',b'0',b'0',b'0',b'0',b'5',b'31',b'201749',b'2015-07-02',b'150-249',b'mover',b'Energy/Utilities',b'warehouse',b'CA',b'Sacramento',b'Company824633721036507\n'
b'185',b'2017-10-08',b'US',b'Company1554778161411',b'20150119',b'Staffing Agency',b'0',b'14',b'20170924',b'498',b'5',b'0',b'0',b'0',b'0',b'0',b'6',b'35',b'201740',b'2015-01-19',b'750-999',b'call representative',b'Staffing Firm (General)',b'admin',b'IL',b'Winfield',b'Company1554778161411185\n'
b'90',b'2018-01-10',b'US',b'Company953482740207',b'20150324',b'Direct Employer',b'0',b'14',b'20171227',b'2024',b'0',b'0',b'0',b'0',b'0',b'0',b'4',b'27',b'20182',b'2015-03-24',b'500-749',b'm&e project manager',b'Legal',b'project',b'CA',b'Davis',b'Company95348274020790\n'
b'8',b'2017-12-15',b'US',b'Company369367191626',b'20150811',b'none',b'0',b'19',b'20171126',b'449',b'2',b'0',b'0',b'0',b'0',b'0',b'3',b'23',b'201750',b'2015-08-11',b'1-49',b'entry level machinist',b'Automotive',b'manufacturing',b'TN',b'Cordova',b'Company3693671916268\n'
b'149',b'2017-10-09',b'US',b'Company94489280628',b'20150506',b'Direct Employer',b'34',b'25',b'20170914',b'1871',b'4',b'0',b'0',b'0',b'0',b'0',b'6',b'35',b'201741',b'2015-05-06',b'150-249',b'junior research analyst',b'Transportation/Logistics',b'science',b'IL',b'Chicago',b'Company94489280628149\n'
b'15',b'2017-11-21',b'US',b'Company403726931129',b'20141229',b'Direct Employer',b'0',b'18',b'20171103',b'271',b'1',b'0',b'0',b'0',b'0',b'0',b'4',b'27',b'201747',b'2014-12-29',b'750-999',b'material handler',b'Insurance',b'warehouse',b'MI',b'Gaylord',b'Company40372693112915\n'
b'59',b'2017-11-13',b'US',b'Company1563368096094',b'20160512',b'none',b'50',b'1',b'20171112',b'1701',b'4',b'0',b'0',b'0',b'0',b'0',b'8',b'43',b'201746',b'2016-05-12',b'1-49',b'roofing mechanic',b'Hospitality/Travel',b'construction',b'WI',b'Columbus',b'Company156336809609459\n'
b'1',b'2017-12-15',b'US',b'Company1520418449045',b'20171120',b'none',b'0',b'25',b'20171120',b'375',b'4',b'0',b'0',b'0',b'0',b'0',b'5',b'31',b'201750',b'2017-11-20',b'750-999',b'cook/dishwasher',b'Hospitality/Travel',b'food',b'IL',b'Streamwood',b'Company15204184490451\n'
b'572',b'2017-09-13',b'US',b'Company566935683244',b'20140930',b'Staffing Agency',b'47',b'5',b'20170908',b'1416',b'1',b'0',b'0',b'0',b'0',b'0',b'8',b'43',b'201737',b'2014-09-30',b'1-49',b'systems integration specialist',b'Construction/Engineering',b'engid',b'TN',b'Manchester',b'Company566935683244572\n'
b'1',b'2017-08-16',b'US',b'Company498216225306',b'20170606',b'Direct Employer',b'0',b'71',b'20170606',b'2645',b'5',b'0',b'0',b'0',b'0',b'0',b'7',b'39',b'201733',b'2017-06-06',b'1-49',b'diesel mechanic',b'Hospitality/Travel',b'install',b'TX',b'Port Aransas',b'Company4982162253061\n'
b'373',b'2017-08-12',b'US',b'Company523986010248',b'20140507',b'Staffing Agency',b'0',b'8',b'20170804',b'1119',b'0',b'0',b'1',b'0',b'1',b'0',b'4',b'27',b'201732',b'2014-05-07',b'1-49',b'department supervisor',b'Technology/Information',b'uncategorized',b'CA',b'San Francisco',b'Company523986010248373\n'
b'3837',b'2017-09-06',b'US',b'Company1700807049237',b'20141007',b'Staffing Agency',b'37',b'3',b'20170903',b'3447',b'2',b'0',b'0',b'0',b'0',b'0',b'6',b'35',b'201736',b'2014-10-07',b'500-749',b'x-ray technician',b'Staffing Firm (General)',b'medtech',b'NY',b'St. James',b'Company17008070492373837\n'
b'7',b'2017-10-25',b'US',b'Company498216217344',b'20170714',b'Direct Employer',b'0',b'13',b'20171012',b'2833',b'0',b'0',b'0',b'0',b'0',b'0',b'5',b'31',b'201743',b'2017-07-14',b'150-249',b'engineer',b'Energy/Utilities',b'uncategorized',b'CO',b'Boulder',b'Company4982162173447\n'
b'369',b'2017-11-15',b'US',b'Company824633721381',b'20150615',b'Direct Employer',b'41',b'33',b'20171013',b'1036',b'6',b'0',b'0',b'0',b'0',b'0',b'8',b'43',b'201746',b'2015-06-15',b'750-999',b'commercial project manager',b'Health Care/Medical',b'project',b'FL',b'Mount Dora',b'Company824633721381369\n'
b'21',b'2018-01-25',b'US',b'Company1657857382520',b'20170508',b'Direct Employer',b'0',b'4',b'20180121',b'1233',b'4',b'0',b'0',b'0',b'0',b'0',b'9',b'47',b'20184',b'2017-05-08',b'150-249',b'head coach',b'Advertising/Marketing',b'sports',b'IL',b'McHenry',b'Company165785738252021\n'
b'80',b'2017-11-26',b'US',b'Company292057776471',b'20140307',b'Direct Employer',b'40',b'17',b'20171109',b'2442',b'3',b'0',b'0',b'0',b'0',b'0',b'4',b'27',b'201747',b'2014-03-07',b'250-499',b'hvac supervisor',b'Non-Profit/Association',b'install',b'NJ',b'Camden',b'Company29205777647180\n'
b'79',b'2018-01-27',b'US',b'Company687194771465',b'20150114',b'Staffing Agency',b'0',b'2',b'20180125',b'707',b'14',b'0',b'0',b'0',b'0',b'0',b'30',b'131',b'20184',b'2015-01-14',b'1-49',b'storage engineer',b'Non-Profit/Association',b'techsoftware',b'NV',b'Las Vegas',b'Company68719477146579\n'
