avgoverallcompanyrating,descriptionLengthChars,clicks,JobCategory
0,540,19,2
0,579,31,7
0,1143,35,2
29,835,31,9
10,694,35,17
0,580,39,1
0,1431,15,5
38,424,43,26
0,2995,163,8
0,2498,35,35
0,345,27,45
0,1066,31,46
0,1042,19,58
0,1438,19,10
0,6265,35,12
0,3437,31,1
0,1784,15,24
39,1955,15,4
0,2455,31,35
0,1156,27,42
0,1620,71,18
0,65,27,27
0,593,27,37
0,1946,39,18
0,1690,39,14
0,1630,39,8
23,1236,23,25
0,2455,51,1
0,1084,19,1
0,1074,19,12
0,277,35,13
0,644,23,14
0,919,43,25
0,2466,27,15
0,3179,27,4
0,1087,43,2
39,779,23,5
0,243,23,29
30,1146,23,27
0,1631,31,34
0,2162,31,9
29,3145,31,41
35,3744,39,35
0,4216,47,14
0,1287,19,37
0,4409,35,43
0,3315,31,7
0,412,35,2
0,1928,27,5
35,6989,23,38
38,2824,19,13
40,248,19,5
33,7859,43,5
0,1413,23,1
40,1266,83,12
0,373,35,4
23,104,19,35
0,2839,31,3
0,1246,23,27
50,1308,31,9
0,1430,27,45
0,1047,19,3
34,1791,43,15
0,865,47,37
0,644,31,10
0,935,27,6
0,1486,27,14
36,4151,35,27
38,2437,43,24
35,4893,31,14
35,2418,35,9
0,1383,23,6
38,756,23,35
0,1156,15,2
0,2374,23,4
39,1255,31,15
0,2095,47,12
0,1812,19,8
0,1076,43,46
0,723,35,4
38,2972,31,38
38,695,51,35
0,3686,91,25
0,4367,23,3
0,613,63,3
0,2033,31,4
0,1071,35,27
0,290,15,25
0,1622,19,5
34,209,31,10
0,3535,27,53
45,3501,23,25
30,66,35,2
0,2359,47,13
37,1700,27,7
0,1849,23,2
36,202,35,15
0,1600,39,18
0,2291,23,9
0,1887,31,4
50,882,39,19
0,4027,23,47
0,571,31,46
0,2208,43,37
40,2893,27,29
0,3431,35,26
37,755,35,3
0,1885,31,35
0,517,35,13
0,2126,23,46
36,2135,39,11
0,3085,99,8
38,4359,35,43
38,404,59,35
0,3193,23,48
34,2940,15,31
40,5279,19,48
0,3998,31,14
0,994,31,22
37,1322,15,45
47,6838,23,14
0,2258,27,9
0,3576,23,2
35,549,35,42
0,1208,31,3
0,1488,31,37
0,1977,27,27
0,963,35,12
0,1237,139,14
40,3157,139,24
0,4857,19,31
0,169,19,9
50,2710,27,31
38,4177,39,2
0,1389,31,47
40,1267,47,10
0,545,31,11
0,629,27,12
0,2047,23,14
0,2339,31,22
0,1736,43,12
0,667,23,6
0,1858,35,5
0,1147,43,14
0,2686,23,14
30,2729,27,9
39,36,31,12
0,1724,31,19
0,2202,27,37
41,1366,35,8
41,2362,23,37
44,548,35,5
0,188,23,7
50,1175,51,8
0,583,31,10
0,1411,23,8
34,3125,27,7
0,3143,31,1
0,581,39,12
36,6245,39,12
42,291,27,18
0,876,99,8
0,1394,47,19
0,314,27,7
0,1728,19,5
0,127,27,8
0,2052,35,27
46,1780,23,10
0,428,31,27
0,4293,39,17
0,946,15,14
44,653,27,7
50,761,23,35
0,1174,39,2
36,2332,31,29
0,1100,43,14
0,6506,19,4
0,112,27,17
0,1413,39,5
0,420,15,25
0,1200,51,45
37,1458,23,8
0,1796,15,2
0,1700,39,43
36,1128,43,25
0,1538,31,14
0,992,39,3
0,157,31,5
31,2000,99,5
22,2119,27,17
31,2173,35,13
10,2035,27,11
0,6355,39,29
0,1084,35,27
35,1658,163,2
0,433,31,8
22,1340,95,2
0,192,27,2
36,980,59,44
0,1011,31,41
25,2665,23,8
0,432,43,9
40,880,19,48
0,3553,27,21
0,1168,23,14
0,39,27,9
30,357,27,27
0,1001,51,13
0,571,31,12
46,1591,35,12
0,252,27,27
0,754,23,14
40,938,15,27
0,1692,19,2
0,2659,31,2
0,54,39,46
0,1000,39,3
27,1941,39,46
0,3702,31,5
0,1563,31,12
0,2064,31,5
0,1128,11,27
0,1948,15,9
35,278,39,14
31,763,35,27
0,2459,31,21
0,1763,27,22
0,1557,79,50
33,4693,43,14
0,2157,39,27
0,1555,23,4
0,2064,27,16
31,631,39,46
0,675,39,5
25,835,35,12
40,1555,19,10
0,2739,27,6
0,382,27,43
0,1369,39,27
24,2986,199,12
36,1597,31,24
28,7732,15,12
0,446,27,5
0,783,47,22
0,2216,39,45
39,4348,43,14
0,1262,27,4
0,1930,23,22
0,1458,35,12
25,2294,23,49
0,1935,35,23
30,1625,87,24
10,1373,23,12
40,481,39,3
0,588,27,8
0,1812,35,27
36,456,23,25
0,1758,359,14
48,2764,39,22
0,1296,23,31
0,747,19,17
0,3540,31,21
10,1488,23,38
0,90,23,1
0,2262,27,2
0,1636,27,47
0,527,47,14
36,2994,19,13
30,317,27,13
0,1225,27,14
0,2344,23,14
0,1632,43,4
0,570,43,23
0,412,43,5
0,6223,55,5
0,648,43,25
35,808,23,35
39,2674,35,1
0,3183,19,54
0,473,27,52
0,5376,35,5
0,3173,23,9
0,1056,31,14
0,501,79,49
0,1443,23,4
0,659,43,17
0,604,23,9
0,1820,27,14
0,670,31,8
0,1024,19,5
0,1442,19,5
0,1928,19,27
0,811,43,18
0,1111,27,18
0,5764,67,4
0,929,35,21
0,1828,19,4
0,579,27,13
0,442,27,12
0,397,23,7
0,5298,43,17
0,1266,27,28
0,1699,79,29
0,940,27,12
0,1319,31,11
0,1111,15,14
36,3358,27,5
36,342,23,23
33,1270,31,48
44,1806,123,2
0,5009,47,6
0,399,51,31
0,2345,139,3
50,2871,31,36
0,304,31,3
0,689,31,17
0,1266,31,9
0,1254,39,7
0,624,35,5
0,1546,63,2
40,1741,23,14
0,396,31,41
0,1260,31,33
27,2190,23,3
0,2462,27,38
0,1740,23,2
0,693,27,23
0,3142,15,14
0,1557,31,5
0,1798,27,12
36,104,23,43
0,502,27,39
0,2080,35,48
0,319,39,16
0,1167,35,8
0,458,31,4
0,314,19,3
37,1400,39,14
0,1645,31,2
0,177,27,55
31,363,27,31
38,2816,35,25
0,697,27,14
50,536,23,2
0,837,31,44
0,130,43,28
38,3360,19,41
33,4464,23,27
41,534,35,12
0,868,31,24
28,2315,19,12
0,2944,35,34
27,1471,31,37
0,738,31,37
0,2705,19,12
35,1417,47,17
28,805,51,3
0,210,27,4
0,924,31,12
39,1362,35,7
0,486,23,14
0,2178,39,14
30,2826,27,9
0,2053,27,10
0,1199,39,7
27,2868,31,25
0,960,31,52
0,2115,39,5
33,506,31,20
0,1170,19,35
0,898,23,3
37,178,47,33
33,2942,35,14
33,170,27,27
0,2587,39,14
0,875,23,26
0,2337,19,3
43,2351,43,7
30,2482,19,14
50,1723,39,4
0,846,23,37
0,5886,31,14
35,2372,39,14
0,2231,31,8
33,2506,47,23
45,1920,27,19
0,2593,39,2
0,1095,31,14
40,928,43,23
0,246,19,19
0,405,27,1
0,1938,27,8
0,36,23,14
0,118,35,27
0,2062,39,35
0,631,63,21
30,433,27,12
0,62,19,9
0,2154,23,9
0,1209,31,11
0,4149,131,14
0,3404,31,14
37,323,27,11
0,64,19,40
0,254,35,5
40,553,27,3
37,1667,23,9
0,511,23,48
0,510,19,33
0,738,19,46
0,2501,23,5
0,805,59,24
50,1271,31,31
0,1215,31,5
0,728,31,35
40,745,23,2
0,573,27,14
38,1006,19,27
0,938,23,53
0,2268,31,6
0,1199,39,34
0,1792,31,7
34,722,35,8
0,317,27,24
0,616,35,25
41,4404,35,9
45,2897,227,5
34,3242,35,4
0,75,39,14
45,828,39,26
40,2536,63,14
0,149,35,37
25,2991,19,5
0,110,43,8
0,3158,43,14
20,1379,35,30
0,3872,19,45
38,1471,27,2
32,626,43,14
0,2546,59,10
0,1766,31,14
0,521,43,3
30,787,35,40
0,2576,47,27
50,1476,35,5
40,73,35,27
0,1695,23,25
0,1751,39,15
0,1450,31,12
41,1233,23,2
0,2377,27,17
30,972,31,13
0,962,27,34
40,2956,35,42
0,1357,23,41
0,2374,15,42
0,2218,19,13
0,1694,23,10
43,1631,15,27
0,1148,51,10
0,2988,31,4
34,4181,27,22
0,2661,31,7
0,1536,27,14
0,276,35,15
0,704,19,9
0,596,39,19
0,2939,23,35
0,806,55,39
0,605,39,7
0,3595,15,5
47,1595,31,46
0,5964,31,14
0,4459,43,2
0,3196,51,12
37,999,27,11
10,421,31,2
0,847,39,7
38,52,43,52
0,3093,27,35
36,2712,31,38
0,1763,39,25
0,2402,67,27
0,1259,151,48
0,435,43,14
0,1165,27,11
0,6898,39,4
0,584,23,1
0,1306,23,47
0,166,35,12
0,3088,35,8
36,1141,43,35
0,903,47,12
0,438,39,5
32,758,55,4
0,510,27,27
43,2686,23,17
0,1701,23,12
0,377,27,24
44,1119,31,11
27,1894,35,12
28,1298,31,3
0,1442,27,7
0,820,19,17
39,1983,31,8
39,879,31,12
0,366,51,21
0,1985,23,42
0,2073,19,14
0,2895,35,23
0,685,43,6
0,246,27,25
0,1439,39,2
0,250,31,38
0,2439,23,37
50,4035,23,51
36,104,39,12
0,160,15,5
34,1508,67,9
0,1221,23,4
38,1775,35,37
0,849,27,40
40,118,51,41
0,597,15,4
0,1329,27,45
48,521,27,19
33,1233,23,35
0,1353,19,19
0,1245,39,37
0,2483,27,14
0,500,39,43
0,555,31,13
0,1711,35,24
40,1757,31,6
0,1279,27,1
0,583,23,42
34,3413,31,15
44,1896,47,2
0,2573,43,27
0,524,35,2
0,1107,31,37
0,1287,31,35
25,1890,47,14
0,294,47,27
42,3179,27,9
10,1009,27,14
38,1774,19,23
0,187,35,15
0,1827,27,19
0,595,19,32
41,898,39,37
0,1268,27,12
0,1156,23,18
0,145,67,24
0,748,27,12
0,2821,35,14
42,2206,375,37
0,3480,19,12
0,672,15,3
0,531,23,26
0,1881,47,14
0,792,31,40
30,3609,43,2
39,1154,27,10
37,5748,27,12
35,3827,95,14
0,2817,31,33
0,839,35,10
50,323,19,37
0,833,39,26
0,642,23,5
0,4510,15,14
0,1967,31,7
0,1739,39,20
0,126,27,7
0,193,31,11
0,305,27,37
0,968,39,27
0,2628,43,51
0,2895,27,38
34,1385,23,12
0,456,23,3
0,1056,23,14
31,2482,39,2
38,1320,31,8
0,1152,39,3
0,866,31,47
0,1828,43,13
0,929,51,5
0,198,31,26
0,3000,15,22
0,1369,27,27
0,599,19,19
0,195,39,12
0,1395,103,8
0,4414,27,8
30,1285,39,27
50,1742,31,18
0,866,27,2
30,8076,31,14
37,698,19,12
38,616,27,7
0,288,19,5
40,1797,43,14
0,1083,23,19
0,762,27,10
0,1553,19,12
0,1786,35,10
0,2323,51,27
0,120,39,4
40,1598,39,35
0,1440,27,27
0,220,27,17
0,1692,43,27
0,231,35,15
0,598,27,27
0,1491,27,10
0,151,39,27
0,159,47,13
0,4636,39,9
42,4728,27,33
0,2760,23,35
0,909,11,37
0,996,39,41
0,389,27,17
0,684,23,38
0,654,71,17
30,2448,23,4
0,1390,39,27
34,5260,31,7
0,892,23,5
0,414,31,18
0,2176,47,14
0,746,31,4
0,2829,27,55
0,570,47,23
0,1400,15,7
0,3090,19,14
40,2527,31,15
0,2188,31,27
0,3953,39,49
0,2052,255,1
0,4155,35,23
0,2542,39,27
0,848,19,5
32,1403,87,7
0,530,31,14
0,7522,39,18
0,2235,23,9
0,4892,31,12
0,997,51,36
0,583,39,41
0,2184,35,27
0,1193,31,6
0,1571,35,14
37,1845,43,14
0,2490,23,13
50,768,47,5
0,739,31,50
0,1264,27,14
0,1665,31,27
0,3305,31,19
0,1725,35,5
0,1455,43,12
38,1166,31,27
36,3084,39,46
40,3539,39,5
0,773,43,11
0,1112,35,22
0,3852,43,14
0,484,27,5
0,3589,35,5
0,232,35,43
0,1145,31,12
0,180,27,22
0,2840,23,45
0,1888,43,48
38,1241,27,14
0,1066,31,35
50,115,47,15
0,228,19,35
0,856,23,46
0,924,39,12
36,3593,27,7
0,572,55,10
0,2443,179,9
0,2146,35,16
42,1202,27,35
36,3023,39,11
0,750,23,14
0,875,23,5
37,1432,35,9
0,1894,39,27
0,1269,31,8
0,358,43,31
37,1152,39,7
0,1191,35,20
25,1285,39,12
42,1194,23,11
0,1380,23,7
36,239,27,36
36,572,39,14
0,1473,55,22
30,2537,27,10
0,1736,99,4
30,2313,35,48
0,2321,95,24
0,1543,39,15
0,622,43,36
0,1076,11,5
0,574,43,4
26,2263,15,38
41,985,31,31
0,3979,43,35
0,3487,27,27
0,5106,19,1
0,1057,23,14
0,500,27,2
0,4235,67,2
0,267,31,14
44,2210,27,8
47,2526,23,24
0,659,35,43
0,2904,27,14
0,6725,35,12
0,481,27,19
0,502,15,36
39,1948,35,27
0,57,19,31
50,781,27,7
38,553,23,9
0,1859,23,22
40,4736,19,25
50,3402,35,8
0,687,35,25
0,2146,23,28
45,3001,43,7
32,478,31,17
0,785,27,50
33,819,27,8
47,2338,47,14
0,496,27,5
0,2069,27,7
20,1576,27,46
0,2465,31,5
39,777,31,5
0,1381,23,27
0,1099,23,35
39,817,23,25
0,902,15,24
0,2895,35,38
0,895,31,8
34,1191,23,15
33,2877,83,14
38,5799,39,4
0,2133,35,37
30,1989,39,14
0,487,31,10
38,591,31,9
31,1543,19,3
0,1476,27,51
0,1093,39,21
34,1566,43,46
41,2758,39,12
50,2760,35,14
0,3171,19,4
45,4061,35,7
0,635,19,2
0,838,35,7
0,776,27,9
0,442,35,7
0,1183,35,25
0,3141,231,25
0,456,39,2
32,816,35,51
27,2505,163,14
0,1431,39,17
47,3760,39,44
0,487,31,8
35,2424,23,46
36,1475,43,14
23,1733,31,14
40,4246,35,25
0,1815,19,7
50,385,39,13
0,1196,19,30
0,508,27,14
31,1250,27,50
38,812,27,7
0,2516,23,31
0,4511,23,19
37,390,23,27
0,617,31,12
0,3692,35,13
20,540,35,26
50,2954,23,32
34,5125,35,5
35,302,19,54
47,1416,43,6
0,1880,31,13
0,1763,19,51
38,1520,19,24
31,1125,39,35
0,242,35,27
0,1155,35,35
0,2690,19,4
40,1992,39,40
50,2500,31,12
45,5754,27,34
0,448,27,13
0,579,43,3
0,834,15,10
0,2083,19,2
45,1262,23,10
36,1519,31,25
33,2587,39,40
38,650,51,4
0,1000,27,4
42,1717,35,2
0,846,47,3
50,265,19,10
0,395,355,7
22,1226,43,52
0,780,51,12
0,783,35,22
0,2103,31,12
0,598,35,14
0,355,75,4
0,330,35,3
0,302,47,5
0,449,23,8
30,3089,47,12
33,472,35,15
40,1341,23,14
38,644,31,27
0,284,39,5
38,1033,43,2
37,2666,103,8
0,4268,31,6
0,293,55,40
0,2212,43,8
0,2704,95,14
30,7148,47,5
0,1722,23,32
0,3058,39,5
36,1333,39,12
0,1241,31,12
0,1017,31,2
36,2282,27,27
0,3252,35,4
30,2536,27,5
0,491,43,14
0,292,27,27
0,483,27,7
0,2473,43,11
0,2996,47,37
0,2032,27,52
32,3066,31,10
0,99,35,36
10,2389,331,10
39,2087,27,4
0,3249,19,15
30,2371,31,25
0,154,39,7
0,4466,39,14
0,1264,27,7
0,1459,23,5
0,757,27,11
50,454,31,22
0,1124,19,5
0,735,11,14
0,1605,31,8
0,202,23,12
0,2266,15,8
0,258,27,10
0,1203,35,37
0,516,27,35
0,2411,31,35
0,587,47,37
0,565,23,7
0,625,19,14
0,1583,39,33
0,187,19,8
37,340,23,12
0,2832,39,12
0,904,23,35
0,1429,27,51
0,2466,35,24
10,5922,19,14
0,139,31,9
0,463,63,42
0,3619,31,14
0,2277,39,19
31,3609,19,13
0,119,27,5
38,599,55,3
30,2926,15,5
50,517,39,41
42,952,139,4
50,1099,27,49
50,918,55,13
0,234,15,9
0,302,39,19
0,2315,35,25
0,5227,27,5
34,3233,27,8
0,703,23,9
0,1701,51,2
36,1713,39,5
0,1865,103,8
37,4772,23,29
0,244,31,18
0,1462,35,3
0,785,23,14
0,4473,27,8
45,2763,43,4
0,178,35,10
0,266,15,14
47,3000,51,3
0,489,35,22
0,1207,39,35
0,2711,27,22
0,1376,31,48
0,918,35,14
0,220,55,10
0,1900,23,22
50,2237,39,43
40,1433,31,12
0,1498,23,45
0,674,19,10
0,3602,115,4
0,4085,23,8
30,1686,43,12
41,3189,15,17
0,2510,31,28
0,698,31,27
0,925,31,7
0,64,31,25
0,454,39,24
0,432,31,27
0,1900,31,10
0,2203,39,9
43,2304,27,49
0,1175,27,8
0,1878,19,5
39,1474,35,5
40,3371,19,17
32,1653,31,33
0,1413,107,52
36,1968,51,37
30,3185,15,12
0,496,39,43
0,403,39,14
0,1342,27,13
0,3628,35,5
0,1502,35,45
0,1373,27,19
31,532,47,27
0,476,23,35
0,1711,27,14
0,707,23,2
0,64,19,16
0,3030,35,4
0,291,23,9
0,239,23,14
0,998,31,2
0,2755,23,3
0,3225,27,26
0,532,35,1
0,561,31,9
0,375,39,12
0,2102,19,14
0,1237,51,19
43,1636,235,5
0,4551,31,12
0,11130,47,26
33,118,35,9
50,1701,43,17
0,2918,23,27
0,6640,39,14
39,133,47,45
34,1871,35,15
37,1561,51,1
36,5370,35,18
0,972,39,13
0,1735,27,27
0,2747,23,3
39,1125,35,14
0,3760,15,14
0,30,43,19
0,816,27,9
40,1166,39,3
34,3502,31,14
24,390,39,3
0,414,35,37
38,912,11,33
0,2487,19,25
0,1610,111,4
0,2377,75,19
0,1569,23,14
0,811,31,1
0,52,27,7
0,2194,23,12
34,3616,15,12
36,326,39,22
39,918,59,34
0,914,23,37
37,3583,23,40
30,1265,39,4
0,470,31,5
0,3242,31,35
30,1147,31,25
0,142,39,46
0,97,27,2
37,840,15,19
0,3767,43,3
0,940,31,5
50,1731,31,9
0,1208,27,27
0,2815,31,31
37,1482,39,5
0,1624,43,37
0,382,27,37
23,3230,35,25
0,1024,31,5
0,221,47,19
0,434,23,46
0,925,51,38
0,2613,67,18
0,3972,31,8
0,692,39,46
0,115,31,10
38,2284,27,14
36,644,67,13
50,717,27,10
32,2374,15,3
45,464,31,3
40,2971,23,2
0,1140,35,14
0,401,23,40
0,2383,31,40
0,2332,35,35
0,39,23,2
0,2078,91,27
0,191,23,17
0,238,31,14
0,2907,23,47
0,663,39,14
0,1891,15,18
0,1022,23,5
33,2802,19,4
0,481,23,35
0,1071,39,27
0,2677,31,12
0,4413,55,27
42,929,27,37
48,829,23,3
0,3740,27,7
29,510,87,7
0,414,47,18
0,1017,27,9
0,2622,35,8
26,3782,31,12
0,935,27,43
0,1789,31,12
0,5077,31,24
0,4041,27,10
0,398,27,14
0,952,35,22
50,2910,31,19
0,1004,55,12
0,907,15,27
47,1162,39,9
33,676,35,16
0,1001,35,49
10,537,27,35
0,3769,35,2
0,1947,27,13
37,226,27,25
0,2032,31,4
0,1363,23,17
40,1714,39,13
0,735,35,17
40,429,31,2
42,2069,31,3
0,4548,35,35
0,450,23,4
0,1073,27,1
40,1614,19,22
10,2000,39,35
0,3571,27,4
0,1031,35,8
0,3956,27,8
43,470,19,21
34,81,31,27
37,1167,27,1
0,1596,43,31
40,1917,23,5
0,1632,27,19
0,1981,23,12
0,1814,23,12
32,371,27,25
0,758,27,11
0,990,39,4
0,1983,27,3
0,227,19,1
0,1539,35,27
0,1752,15,27
0,2217,31,28
0,1033,43,14
0,588,27,12
32,2290,27,12
0,982,35,48
50,1680,39,49
0,2030,31,3
0,1445,27,9
0,1948,39,8
0,2119,27,5
0,1753,27,19
32,369,47,2
40,3491,23,9
33,1741,31,7
0,548,31,17
0,871,23,12
0,6007,35,14
0,1593,35,8
31,905,51,15
37,2497,27,5
35,3909,43,14
35,1796,31,1
0,382,27,25
31,1582,23,23
0,1889,19,10
0,691,23,3
0,749,31,41
0,601,31,17
0,208,35,16
0,1268,23,5
0,691,23,3
0,772,43,16
0,2215,27,22
0,706,19,9
0,574,39,19
31,3109,11,14
0,2128,35,7
37,2621,39,48
0,249,31,5
38,1832,39,22
0,549,31,12
0,878,35,15
10,4347,27,48
0,1009,35,6
0,1253,19,37
0,911,31,4
30,349,23,37
0,2365,19,11
0,613,35,27
0,488,27,14
0,651,55,4
0,2236,103,25
38,740,39,54
0,435,23,14
0,423,215,9
0,422,43,3
0,3171,39,4
34,1041,647,15
0,1619,43,18
0,1145,27,41
35,609,31,10
0,106,27,56
35,544,43,2
0,454,27,27
39,1457,31,14
47,1562,31,19
0,2228,27,14
0,6797,27,14
0,1882,43,37
0,54,39,31
37,346,39,2
0,139,27,13
0,2148,199,4
36,144,15,5
0,161,27,4
30,7315,27,5
32,2839,35,5
0,2754,59,25
50,3363,31,22
0,153,39,4
35,6234,75,27
35,280,63,5
40,622,31,37
33,713,27,8
0,3633,31,48
0,790,47,12
0,3198,43,38
0,1894,39,2
0,2309,11,48
0,573,35,14
0,3741,39,11
0,441,27,34
43,1518,31,7
0,212,19,27
0,3049,19,1
0,1737,47,4
10,1087,31,3
10,2779,15,10
0,1243,63,14
0,1316,27,2
0,366,43,41
42,1580,35,17
0,1252,55,14
0,1860,31,24
33,881,43,13
0,2451,111,22
38,894,19,7
0,1848,35,31
33,867,39,14
0,3629,47,49
0,3405,131,27
0,54,39,1
0,576,43,5
38,47,31,27
30,234,27,25
0,722,19,9
0,3379,31,8
0,3019,27,3
37,3928,35,1
0,3741,31,13
33,1870,23,7
0,477,31,24
30,1104,27,1
35,2408,27,40
0,504,35,5
0,1605,35,16
0,181,75,8
0,2188,27,35
0,2801,35,4
34,328,27,41
0,1982,27,10
0,1036,23,53
0,1148,27,12
0,1630,19,36
0,425,23,12
0,2834,35,7
0,113,43,9
0,2017,31,27
0,3172,31,9
0,924,31,14
0,445,15,24
34,2133,19,5
0,5561,31,8
0,4006,23,33
0,1730,43,10
0,369,79,5
0,1703,19,27
0,957,35,3
50,198,19,18
40,610,23,1
0,4098,27,5
0,1339,51,28
0,2556,19,13
0,1613,27,14
0,1403,19,22
0,1568,39,14
0,1390,35,5
0,593,31,17
38,953,23,9
43,772,43,10
0,4199,43,12
25,600,39,43
0,1750,47,7
0,1407,39,14
0,3681,11,5
0,869,19,7
0,1771,23,16
0,1496,31,25
0,3904,39,23
37,1347,39,10
37,5175,35,22
0,567,51,23
0,1559,35,7
20,864,35,48
0,468,31,11
0,865,59,14
0,333,23,45
0,1784,31,14
29,437,15,5
0,217,19,12
0,949,19,9
0,462,19,3
0,145,15,33
0,150,31,24
44,214,27,2
0,1380,23,4
0,414,43,13
38,398,19,30
0,1187,23,9
0,1687,27,37
28,67,31,12
0,516,35,21
39,2160,43,8
29,1837,39,7
0,1169,23,48
0,350,19,1
34,290,35,12
34,1936,39,40
0,1358,27,1
0,2348,31,8
10,5185,23,31
36,4541,23,35
0,864,43,41
0,1732,27,47
0,2648,1091,29
0,1542,27,12
0,2877,43,27
0,1417,27,34
0,2383,299,5
0,3480,31,38
0,342,39,14
0,1777,15,21
31,3304,31,54
37,2136,55,48
30,149,47,12
0,1629,35,3
0,3184,19,37
0,359,23,49
39,4270,31,5
0,1616,39,23
42,860,59,6
0,3886,51,4
0,677,31,11
0,1684,35,27
38,629,39,13
0,2292,35,27
15,1432,39,36
0,191,43,37
28,2582,123,11
0,601,19,14
0,1559,39,40
0,749,31,41
0,1960,43,40
0,2161,35,7
0,370,99,40
0,5039,31,14
0,2954,39,7
0,2469,27,14
0,1108,27,25
0,90,39,24
35,1855,19,37
37,1293,39,5
0,1906,35,2
0,2173,27,39
34,3604,27,12
39,982,19,16
0,558,27,11
0,1861,43,4
0,2777,27,12
0,1129,19,9
28,2051,27,27
29,3821,23,12
32,2495,35,47
45,2441,23,35
0,119,19,14
0,2391,31,33
35,247,15,4
25,600,27,3
0,100,43,12
32,2939,31,41
0,32,43,13
0,2697,31,31
0,442,19,2
0,3270,35,5
0,3448,39,26
42,1857,31,8
0,2008,55,12
0,519,19,37
0,733,327,38
39,1344,15,8
10,2896,27,9
34,2051,15,27
0,1366,31,46
0,732,35,4
0,2455,47,3
0,2089,31,5
0,7990,27,11
0,5029,35,43
33,1608,23,1
0,2029,39,5
0,3922,23,40
43,323,59,31
0,2327,31,14
0,1129,31,48
0,1459,35,27
0,110,31,14
0,4653,43,4
0,908,27,25
0,867,35,3
0,2634,63,12
0,1197,43,2
0,1199,31,12
39,1601,43,3
0,3128,23,5
35,1937,23,14
0,4654,27,42
0,300,47,19
35,389,35,15
0,485,23,12
0,846,31,25
0,1159,31,8
50,635,43,12
45,2606,31,5
0,595,35,44
0,274,31,14
0,9498,27,25
0,2720,23,14
33,118,51,9
34,1719,31,17
0,726,23,10
0,1584,31,20
0,2233,27,7
34,158,35,14
0,955,39,2
0,7302,43,19
35,2058,23,23
0,311,47,14
36,153,31,10
0,2126,23,6
0,1122,31,7
0,641,79,3
36,499,27,19
34,286,59,14
0,2755,19,3
0,61,27,39
50,2722,31,15
0,595,31,37
0,2901,31,2
0,1620,27,35
0,805,19,24
0,923,39,5
0,2832,23,11
0,3016,35,35
0,495,39,31
37,4598,23,37
0,750,31,3
0,1136,39,30
20,484,31,2
0,657,23,5
0,1413,31,23
0,999,27,27
0,663,19,48
0,495,35,13
0,505,79,3
36,2244,31,1
0,605,31,1
0,960,31,36
0,1045,19,11
0,400,31,23
0,1277,27,14
39,1598,35,23
0,1600,27,9
45,1535,59,14
31,2622,39,4
0,467,43,4
0,2561,31,3
38,1565,31,14
50,1358,43,7
30,704,35,20
0,821,31,3
49,2075,31,45
35,3318,35,13
0,2383,55,39
0,852,47,1
0,2225,23,14
0,2286,35,48
0,1620,23,14
0,30,39,15
50,1476,27,5
0,1612,23,24
0,2197,35,14
0,2226,47,46
0,4644,35,27
30,448,39,3
0,1786,35,8
0,912,39,42
29,494,27,5
38,2026,43,12
32,188,23,25
0,60,19,12
0,818,31,10
0,303,19,2
26,2263,39,38
0,359,19,3
29,3414,31,4
33,3953,31,24
0,2341,39,49
0,2264,19,12
0,694,23,7
0,772,99,5
0,1529,87,27
0,753,39,13
40,712,27,12
36,3687,39,12
0,329,31,14
0,1553,19,5
0,191,39,26
0,3022,31,24
0,2649,43,27
36,821,19,21
39,3809,31,1
38,3317,35,4
0,1223,15,14
40,705,31,10
0,530,39,11
0,287,303,14
0,1238,27,3
50,706,39,8
0,1219,35,27
31,1803,39,24
0,2320,27,14
0,3590,23,39
0,7809,31,2
0,1947,27,19
0,510,23,14
0,940,23,14
36,1801,35,25
0,1844,23,5
0,1277,27,47
0,5165,15,6
34,2213,27,27
0,1390,31,37
0,2013,31,19
0,2947,19,1
35,1108,19,5
40,460,31,5
0,613,39,12
0,361,31,11
34,2686,31,2
0,1072,43,14
0,258,27,11
40,817,23,27
0,680,35,12
0,321,43,9
0,390,31,8
34,972,39,15
0,1764,19,44
0,3178,31,37
0,1165,115,14
0,3407,31,12
0,6149,19,1
26,2012,35,6
39,2340,35,30
0,2879,23,25
0,2503,27,27
0,1884,19,35
35,1382,19,1
0,249,123,49
0,3140,31,54
0,1262,27,4
0,2332,15,14
0,1790,31,5
30,1065,19,14
0,1159,35,26
43,1197,27,22
0,1792,31,31
0,1595,11,10
38,2644,27,5
0,2009,39,21
0,1424,27,25
0,2455,31,27
0,450,19,2
0,2360,39,34
32,1069,27,25
33,1174,71,3
0,1595,39,12
0,475,55,5
0,564,43,5
38,2904,31,2
0,126,31,32
10,2155,31,3
0,181,47,3
0,715,31,9
0,1104,51,14
0,2104,71,9
0,1443,27,14
0,510,19,14
0,133,27,8
0,2475,43,37
36,1095,39,3
35,608,35,41
0,3767,39,24
0,287,291,27
0,907,27,12
50,2404,19,26
40,605,27,11
0,305,27,10
20,288,31,5
0,2106,23,27
0,2054,27,25
0,1786,27,9
0,1614,39,7
0,505,23,34
0,619,27,43
0,1995,31,38
0,1063,47,23
0,2205,23,17
0,187,47,12
0,1231,23,1
0,1563,15,48
10,959,75,34
27,256,27,23
32,2654,43,13
33,210,35,32
48,988,35,13
0,1549,27,15
40,639,31,15
0,462,19,46
0,416,27,17
0,1257,23,10
0,989,123,22
32,5867,27,4
0,1987,27,12
